"raw_character_text","spoken_words" 
"Rachel:"," Excuse me? Can I help you with anything?
"
"Monica:"," (joining him and taking the taco shells) You know that? You don't want to spoil your appetite.
"
"Monica:"," You know, if you just wait another... six and a half minutes...
"
"Monica:"," No, we don't. (reaches for box)
"
"Monica:"," Why don't you just have a seat here? (he sits at the table, then tries to secretly eat the Gummi-bears. Monica spots him.) OK... give me the Gummi-bears.
"
"Monica:"," Give them to me.
"
"Monica:"," No, give me the...
"
"Monica:"," (furious) That's it! Dinner is over!
"
"Monica:"," What?
"
"Monica:"," Why? It's just that I've waited seven years for an opportunity like this, and you can't even wait four and a half minutes for a stupid onion tartlet?
"
"Joey:"," What a tool!
"
"Rachel:"," You don't want to work for a guy like that.
"
"Ross:"," Yeah!
"
"Monica:"," I know... it's just... I thought this was, you know... it.
"
"Ross:"," Look, you'll get there. You're an amazing chef.
"
"Phoebe:"," Yeah! You know all those yummy noises? I wasn't faking.
"
"Joey:"," (to Ross) So, er... how did it go with Celia?
"
"Ross:"," Oh, I was unbelievable.
"
"Joey:"," All right, Ross!
"
"Ross:"," I was the James Michener of dirty talk. It was the most elaborate filth you have ever heard. I mean, there were characters, plot lines, themes, a motif... at one point there were villagers.
"
"Joey:"," Whoa! And the... (gestures with hands) huh-huh?
"
"Ross:"," Well, ahem... you know, by the time we'd finished with all the dirty talk, it was kinda late... and we were both kind of exhausted, so uh...
"
"Joey:"," You cuddled.
"
"Ross:"," Yeah, which was nice.
"
"Phoebe:"," You guys wanna try and catch a late movie or something?
"
"Rachel:"," Maybe, but shouldn't we wait for Chandler?
"
"Joey:"," Yeah, where the hell is he?
"
"Chandler:"," (on phone) Yes, Fran. I know what time it is, but I'm looking at the WENUS and I'm not happy!... (Listens) Oh, really, really, really? Well, let me tell you something... you will care about it, because I care about it! You got it? Good! (slams phone down, then leans back and realizes what just happened) Whooooaaaa....
"
"Phoebe:"," How's this? (presses down hard)
"
"Phoebe:"," Sorry. How about over here? (presses down hard again)
"
"Phoebe:"," See, that just means it's working. Does this hurt? (presses down elsewhere)
"
"Phoebe:"," What about this? (she starts using her elbows on his back, he yells in pain)
"
"Phoebe:"," There you go! (She continues to work him over with her elbows and he continues to yell in pain.)
"
"Chandler:"," This is unbelievable. It’s been like a half an hour. If this was a cartoon, you’d be looking like a ham right about now.
"
"Joey:"," There’s the waitress. Excuse me, Miss. Hello, Miss?
"
"Chandler:"," It’s Phoebe! Hi!
"
"Chandler:"," Wait, wait! Wh-what are you doing here?
"
"Joey:"," No, no... how come you are working here?
"
"Chandler:"," Can we start over?
"
"Ross:"," I don’t know whether he’s testing me, or just acting out, but my monkey is out of control. But, he keeps erasing the messages on my machine, ""supposedly"" by accident.
"
"Rachel:"," No, yeah, I’ve done that.
"
"Ross:"," And then, like three days in a row he got to the newspaper before I did, and peed all over the crossword.
"
"Rachel:"," I’ve never done that.
"
"Chandler:"," All right, now look at her and tell me she doesn’t look exactly like her sister.
"
"Joey:"," I’m sayin’ I see a difference.
"
"Chandler:"," They’re twins!
"
"Joey:"," I don’t care. Phoebe’s Phoebe. Ursula’s... hot!
"
"Chandler:"," You know that thing, when you and I talk to each other about things?
"
"Joey:"," Yeah.
"
"Chandler:"," Let’s not do that any more.
"
"Joey:"," Hey Pheebs, guess who we saw today.
"
"Phoebe:"," Ooh, ooh, fun! Okay... um, Liam Neeson.
"
"Joey:"," Nope.
"
"Phoebe:"," Morly Safer.
"
"Joey:"," Nope.
"
"Phoebe:"," The woman who cuts my hair!
"
"Monica:"," Okay, look, this could be a really long game.
"
"Chandler:"," Your sister Ursula.
"
"Phoebe:"," (Her face dropping) Oh, really.
"
"Chandler:"," Yeah, yeah, she works over at that place, uh...
"
"Phoebe:"," Rift’s. Yeah, I know.
"
"Chandler:"," Oh, you do? Because she said you guys haven’t talked in like years.
"
"Phoebe:"," Hmmm? Yeah. So, um, is she fat?
"
"Joey:"," Not from where I was standin’.
"
"Phoebe:"," (Turning to Chandler) where were you standing?
"
"Rachel:"," Um, Pheebs, so, you guys just don’t get along?
"
"Phoebe:"," It’s mostly just dumb sister stuff, you know, I mean, like, everyone always thought of her as the pretty one, you know... Oh, oh, she was the first one to start walking, even though I did it... later that same day. But, to my parents, by then it was like ""yeah, right, well what else is new?""
"
"Ross:"," Oh, Pheebs, I’m sorry, I’ve got to go. I’ve got Lamaze class.
"
"Chandler:"," Oh, and I’ve got Earth Science, but I'll catch you in Gym.
"
"Rachel:"," So, is this just gonna be you and Carol?
"
"Ross:"," No, Susan’s gonna be there too. We’ve got dads, we’ve got lesbians, the whole parenting team.
"
"Rachel:"," Well, isn’t, isn’t that gonna be weird?
"
"Ross:"," No, no. (Distractedly putting on a jacket to go out) I mean, it mighta been at first, but by now I, I think I’m pretty comfortable with the whole situation.
"
"Monica:"," Ross, that’s my jacket.
"
"Ross:"," I know.
"
"Ross:"," Hi, um, I’m err, (has to clear his throat) I’m Ross Geller, and err ah... (pats Carol’s bulge) ..that’s, that’s my boy in there, and uh, (points) this is Carol Willick, and this... is Susan Bunch. Susan is um Carol’s, just, com... (embarrassment finally overwhelms the poor fellow, who becomes incoherent until) ..who’s next?
"
"Ross:"," Susan is Carol’s, Carol’s, Carol’s, friend...
"
"Ross:"," Like buddies.
"
"Ross:"," You know how close women can get.
"
"Ross:"," Although I was married to her.
"
"Ross:"," Err, right.
"
"Ross:"," A little.
"
"Ross:"," Absolutely. (Turns back to the woman next to him.) So, twins... hah! That’s like two births. (He struggles again.) Ouch.
"
"Chandler:"," And (he imitates the buzzer) to you too, Helen.
"
"Chandler:"," Oh, okay. Send her in.
"
"Chandler:"," Hi, Nina. Come on in.
"
"Chandler:"," Uh, Yes. Yes. I’ve just been going over your data here, and little thing, you’ve been post-dating your Friday numbers.
"
"Chandler:"," Well, it throws my WENUS out of whack.
"
"Chandler:"," WENUS. (Coughs) Weekly Estimated Net...
"
"Chandler:"," It’s not just that she’s cute, okay. It’s just that... she’s really really cute.
"
"Ross:"," It doesn’t matter. You don’t dip your pen in the company ink.
"
"Monica:"," Ross, your little creature’s got the remote again.
"
"Ross:"," Marcel, Marcel, give Rossie the remote. Marcel. Marcel, you give Rossie the remote right now... Marce... you give Rossie the remote...
"
"Monica:"," Great.
"
"Ross:"," Relax, I’ll fix it.
"
"Rachel:"," (Looking at the television) Cool... ""Urkel"" in Spanish is ""Urkel.""
"
"Ross:"," (looking at the remote) How did he do this?
"
"Chandler:"," (Looking out at the balcony) So tell me something, is leaving the Christmas lights up part of your plan to keep us merry all year long?
"
"Monica:"," Ah no, you see, someone was supposed to take them down around New Year’s... but obviously someone forgot.
"
"Rachel:"," Well, someone was supposed to write ""Rach, take down the lights"" and put it on the re... frigerate... (finally noticing Monica’s note stuck to the refrigerator) How long has that been there?
"
"Chandler:"," Hey, where you been?
"
"Joey:"," I went back to Riff’s. I think Ursula likes me. All I ordered was coffee, she brought me a tuna meltt and four plates of curly fries.
"
"Chandler:"," Score.
"
"Joey:"," She is so hot!
"
"Chandler:"," Yeah, listen. Okay, before you do anything Joey-like, you might wanna run it by err... (he indicates Phoebe, who is helping Ross understand the remote control.)
"
"Joey:"," Pheebs?
"
"Phoebe:"," (Jumping up) Yeah?
"
"Joey:"," You think it would be okay if I asked out your sister?
"
"Phoebe:"," Why? Why would you wanna... do that?  Why?
"
"Joey:"," So that if we went out on a date, she’d be there.
"
"Phoebe:"," Well, I mean, I’m not my sister’s, you know, whatever, and um... I mean, it’s true, we were one egg, once, but err, you know, we’ve grown apart, so, um... I don’t know, why not? Okay.
"
"Joey:"," Cool, thanks.
"
"Ross:"," You okay?
"
"Phoebe:"," Yeah I’m fine.
"
"Ross:"," You wanna watch Laverne y Shirley?
"
"Ross:"," Sorry.
"
"Ross:"," Hi. Sorry I’m late. Where’s, where’s Carol?
"
"Ross:"," No... No... No. I think I should stay, I think we should both know what’s going on.
"
"Ross:"," Okay, I’m gonna play my sperm card one more time.
"
"Ross:"," I see. So what do you propose to do?
"
"Ross:"," Flip me for it? No, no, no... heads, heads, heads!
"
"Chandler:"," Mr. D, how’s it going, sir?
"
"Chandler:"," And?
"
"Chandler:"," So what does this mean?
"
"Chandler:"," Hey, listen, I know I came in late last week, but I slept funny, and my hair was very very &ndash;
"
"Chandler:"," Nina? Nina. (He goes around his desk to where she is sitting.) Nina. (In pain) Nina.
"
"Chandler:"," (Looking down at her hand) Yes, yes I am. Err, listen, the reason that I called you in here today was, err... please don’t hate me.
"
"Chandler:"," (Suddenly bright) Would you like to have dinner sometime?
"
"Rachel:"," So Pheebs, what do you want for your birthday?
"
"Phoebe:"," Well, what I really want is for my mom to be alive and enjoy it with me.
"
"Rachel:"," Okay... Let me put it this way. Anything from Crabtree and Evelyn?
"
"Phoebe:"," Ooh! Bath salts would be nice.
"
"Rachel:"," Ooh, okay... good.
"
"Phoebe:"," Yeah?
"
"Phoebe:"," (Smiling blankly) Right, and it’s me.
"
"Phoebe:"," Much as you are.
"
"Phoebe:"," (Philosophically) Oh, that’s good.
"
"Phoebe:"," Good choice.
"
"Monica:"," I can’t believe you. You still haven’t told that girl she doesn’t have a job yet?
"
"Chandler:"," Well, you still haven’t taken down the Christmas lights.
"
"Monica:"," Congratulations, I think you’ve found the world’s thinnest argument.
"
"Chandler:"," I’m just trying to find the right moment, you know?
"
"Rachel:"," Oh, well, that shouldn’t be so hard, now that you’re dating. (Imitating men at their worst) ""Sweetheart, you’re fired, but how ’bout a quickie before I go to work?""
"
"Joey:"," Hey.
"
"Chandler:"," You know, once you’re inside, you don’t have to knock any more.
"
"Monica:"," I’ll get it.
"
"Monica:"," Oh. Hi, Mr.Heckles.
"
"Monica:"," We’re not doing anything. We’re just sitting around talking, quietly.
"
"Rachel:"," You don’t even have cats.
"
"Monica:"," (Closing the door) Goodbye Mr.Heckles.
"
"Rachel:"," We’ll try to keep it down.
"
"Joey:"," Phoebe, could you do me a favour? Could you try this on? I just wanna make sure it fits.
"
"Phoebe:"," Ooh, my first birthday present... (delightedly examining the cardigan in her lap) ..oh, this is really...
"
"Joey:"," Oh, no no no. It’s for Ursula. I just figured, you know, size-wise.
"
"Phoebe:"," Ohhh... Sure, yeah... (disgustedly dropping the cardigan back into the bag) ..okay, it fits.
"
"Rachel:"," Are you seein’ her again tonight?
"
"Joey:"," Yep. Ice Capades.
"
"Chandler:"," Wow, this is serious. I’ve never known you to pay money for any kind of capade.
"
"Joey:"," I don’t know. I like her, you know. She’s different. There’s uh, somethin’ about her.
"
"Phoebe:"," That you like, (snappily confronting Joey over the heads of the knitting circle) we get it. You like her. Great!
"
"Joey:"," Hey, Phoebe, I asked you, and you said it was okay.
"
"Phoebe:"," Alright, well, maybe now it’s not okay.
"
"Joey:"," Okay... Well maybe now I’m not okay with it not being okay.
"
"Phoebe:"," Okay.
"
"Chandler:"," Knit, good woman, knit, knit!
"
"Chandler:"," And that’s the Chrysler Building right there.
"
"Chandler:"," Yes, yes she is. Didn’t I memo you on this? See, after I let her go, err, I got a call from her psychiatrist, Dr. Flanen-nen, Dr. Flanen, Dr. Flan.
"
"Chandler:"," And err, he informed me that uh, she took the news rather badly, in fact, he uh, mentioned the word frenzy.
"
"Chandler:"," Oh, no, no. Nina... (miming fairies twinkling around his head) ..she is whooo wewee-woo whoo whoo! In fact, if you asked her right now, she would have no recollection of being fired at all, none at all.
"
